actual,predicted,error,regime,confidence
-0.3489384896964862,-0.29980102617011295,0.04913746352637327,0,0.9078913985437158
0.081829173312251,0.042634267590843704,0.03919490572140729,1,0.9112846768570686
-0.4289293655451489,-0.3703220674239275,0.058607298121221396,0,0.9205654402887165
-0.2456261242321234,-0.2862368785225114,0.04061075429038799,0,0.7570118513017019
-0.1496351464890485,-0.2397118552797387,0.09007670879069021,1,0.9066943317748473
-0.2639122044271418,-0.23724374126858655,0.026668463158555256,0,0.9396505927268655
0.200635446994691,0.17483718785049865,0.025798259144192343,1,0.9837189385955082
-0.0932933646312868,-0.13481365768790804,0.041520293056621235,1,0.8250579060851411
0.3339524490407602,0.2971587183919951,0.03679373064876512,1,0.9901034580023739
-0.2882271087085697,-0.22624501214683265,0.06198209656173706,0,0.84371299234432
0.2965151623700728,0.2626558341648914,0.033859328205181394,1,0.9933848506398513
0.3251155266935393,0.2954541502333483,0.029661376460191013,1,0.992946082718379
-0.2819190571686187,-0.24273282504757476,0.03918623212104394,0,0.8962231473996766
0.3858218304067544,0.3591215055811542,0.026700324825600197,1,0.9945532828648936
0.1199638641311574,0.09194464991158106,0.02801921421957633,1,0.9858263932482817
-0.4535443325409886,-0.4147050559714497,0.038839276569538894,0,0.9999108076427871
-0.165242576179426,-0.2000310958301069,0.03478851965068089,0,0.5935614790315421
0.4238621780523132,0.3880858562679551,0.03577632178435808,1,0.9912607013376658
0.3124105971945626,0.28641375095381644,0.025996846240746163,1,0.9812899340753227
-0.1311205188667693,-0.10547879213928124,0.025641726727488046,1,0.935319990651149
-0.2083654662080647,-0.24070297285152048,0.03233750664345578,0,0.5212924384961624
-0.4940499563467197,-0.4411542116390907,0.05289574470762903,0,0.9867160730668336
-0.4711640801529942,-0.44540589413510073,0.02575818601789348,0,0.9964515926339497
0.242922596810194,0.2113262461118633,0.03159635069833072,1,0.9920643034733438
-0.0977718193176381,-0.17718067764445455,0.07940885832681645,1,0.6361895709878358
-0.2410619800328669,-0.20669698080395327,0.034364999228913645,0,0.9136635790238471
0.4405886468032188,0.41384646863817603,0.026742178165042763,1,0.9896331752931896
-0.4852391852614492,-0.44272349921721876,0.04251568604423045,0,0.9868656933812395
-0.3986407403922878,-0.36397458875725447,0.03466615163503334,0,0.9997731750666979
0.3248966246743386,0.29786205497876883,0.027034569695569777,1,0.9907831761078467
-0.4030926226606416,-0.37006886319056853,0.03302375947007308,0,0.9978374632779716
-0.4874776864218321,-0.4391502488651021,0.04832743755672997,0,0.9996183680450662
-0.2160209875012879,-0.2744003187430885,0.058379331241800614,0,0.6792386190985549
-0.4457283189413901,-0.3702474466355567,0.07548087230583339,0,0.9999618611986091
-0.093808289722421,-0.1315131436529835,0.0377048539305625,1,0.7304934768560878
-0.4677373390103037,-0.39504363657926234,0.07269370243104134,0,0.9999934356296303
0.2164789298591026,0.1868515309041256,0.029627398954977013,1,0.9926536095613229
-0.4523433339606808,-0.42532802530388064,0.027015308656800185,0,0.9999918547173431
-0.5004316372460099,-0.4643542559754176,0.036077381270592346,0,0.9983509050814672
-0.1513931635455191,-0.20493761766294127,0.053544454117422174,0,0.7230538747814856
-0.2575806800827845,-0.22203334159042293,0.03554733849236158,0,0.8746045342568802
-0.0514551857841996,-0.025987382548899516,0.025467803235300086,1,0.9873421083901357
0.1074627232942904,0.08098218307759139,0.026480540216699003,1,0.9844745964442921
-0.1234749195515094,-0.20607952833611132,0.08260460878460192,1,0.5387912908824823
-0.4710126740511854,-0.4291273739533247,0.041885300097860734,0,0.9992825645419995
0.0148838006394214,-0.012948479270915147,0.027832279910336547,1,0.8900976059923813
-0.4004185415546919,-0.3643324702021258,0.03608607135256614,0,0.9999292024555534
-0.4594857446866462,-0.41283209694139206,0.046653647745254156,0,0.9948879256982689
-0.500952813259022,-0.4374945693671361,0.06345824389188587,0,0.9423946670664799
-0.3995990012574319,-0.36889576266355134,0.030703238593880577,0,0.9999998327056578
0.1038119357826392,0.07567747875627877,0.02813445702636043,1,0.9387959017068148
0.092904905147355,0.0675168775107264,0.025388027636628605,1,0.9931836169604406
0.3572128931626376,0.32757411485601073,0.029638778306626867,1,0.9912816525095148
-0.5063746065767363,-0.47900134122980703,0.027373265346929243,0,0.9999609300478429
0.2015785130634531,0.17514174792178588,0.026436765141667207,1,0.9934314799792291
-0.2024418632081696,-0.2523501715721227,0.0499083083639531,0,0.7828446052302093
0.3296418007092572,0.3030065125488371,0.0266352881604201,1,0.9929271129278832
0.2284474190678813,0.20253161298851646,0.025915806079364834,1,0.9918738098863493
-0.465259678443351,-0.42338034985195966,0.04187932859139132,0,0.9998943487132158
-0.1220707244446547,-0.19002194967295416,0.06795122522829947,1,0.6722293487927846
0.3490595171218394,0.3105462294311536,0.038513287690685793,1,0.9897863989747062
-0.3359898035284525,-0.25523734890426025,0.08075245462419223,0,0.9991957778242704
0.3467019329456151,0.31439357417014013,0.032308358775474944,1,0.9590111156100277
-0.0862121270838702,-0.13121663633534106,0.045004509251470856,1,0.7563021910592015
-0.190654597465836,-0.16524680214160797,0.025407795324228016,0,0.6856241414790101
-0.1169243119029626,-0.1461244809258746,0.029200169022912004,1,0.666267378578856
-0.2747743889236955,-0.24807085095057443,0.026703537973121055,0,0.9580636034415067
-0.4370723942301063,-0.40376579426515724,0.03330659996494906,0,0.9861005109167325
0.204518127071367,0.17517873007852655,0.02933939699284044,1,0.9867393428974298
-0.32257875701269,-0.2660346689376277,0.05654408807506228,0,0.9953183535518217
0.2037103056419141,0.1630858933039355,0.040624412337978616,1,0.9885378444152867
0.2545100701854069,0.21261415475754436,0.04189591542786253,1,0.9883680320554672
-0.4434273749743703,-0.4059906965708156,0.03743667840355469,0,0.9909579657061242
-0.433759822456518,-0.4019347888923965,0.03182503356412153,0,0.999995335770492
-0.2973110085658015,-0.37327623338015076,0.07596522481434925,0,0.9919427616855883
-0.1669761143509144,-0.13840001839531008,0.028576095955604314,0,0.9727750103392602
0.2130361602074721,0.18049032507375928,0.032545835133712814,1,0.9964330850816295
0.2677357576065907,0.23831073032015304,0.029425027286437644,1,0.9846085777942963
0.2577776770266195,0.22495201608636609,0.03282566094025344,1,0.9786154025572191
0.0810001539822533,0.05193005735456422,0.029070096627689078,1,0.9822776432871846
-0.4263922015231502,-0.3668728055376198,0.05951939598553041,0,0.9999496241910706
-0.232536673730163,-0.19796900678610635,0.03456766694405666,0,0.9405415651506122
-0.1147694316154431,-0.08888954467268673,0.025879886942756378,1,0.9667793700571237
-0.1840724635954755,-0.23047517992325736,0.04640271632778187,0,0.8729603319152981
-0.1495028737608403,-0.24503857189565856,0.09553569813481827,1,0.5589309212558605
-0.4766337089328759,-0.42046991525959887,0.05616379367327701,0,0.9998769891565747
-0.3111805317469004,-0.27946030445506165,0.031720227291838765,0,0.964871836271386
-0.1461726319249,-0.1806464039649266,0.03447377204002661,1,0.6924302390191104
-0.2219993445064581,-0.2962172612627472,0.07421791675628911,0,0.8300809035829828
-0.4076081290531523,-0.36393653553568006,0.04367159351747224,0,0.9999807518673508
-0.388851339368046,-0.35961769173274155,0.02923364763530445,0,0.999329630159788
-0.1473716549625338,-0.19574672785718086,0.04837507289464707,1,0.5214694736885694
-0.1910371319436183,-0.15767936158896412,0.033357770354654176,0,0.9327058963414235
0.3178077133323552,0.2910642183418551,0.026743494990500105,1,0.9850079129008686
-0.4250108518506224,-0.39756904921095637,0.027441802639666002,0,0.9895597727147998
-0.4609744734874363,-0.4247030518819781,0.03627142160545821,0,0.9752886616469728
-0.4034376903968903,-0.37663791936693797,0.026799771029952346,0,0.9991482350741894
-0.3850450028970938,-0.3565727193112647,0.028472283585829095,0,0.9998128745348599
-0.4080005471274796,-0.34397579172458503,0.06402475540289454,0,0.9999209347580236
-0.4063487047519012,-0.3747322707495586,0.0316164340023426,0,0.9997358612951265
-0.0407191906767641,-0.08273641848586077,0.042017227809096676,1,0.8153592979618004
-0.4821340734799132,-0.43583720455734976,0.04629686892256346,0,0.9999378869053283
-0.4735052934126657,-0.4445260587812275,0.0289792346314382,0,0.9895679758512748
-0.4502046764390683,-0.4217204675301206,0.028484208908947706,0,0.9820113850154685
-0.2489910945140666,-0.29473540179619895,0.04574430728213236,0,0.9761894734980539
-0.3122399088169257,-0.2465976564454032,0.06564225237152249,0,0.8690826012807807
-0.4024664583107209,-0.3770862467363083,0.025380211574412614,0,0.9984528885628287
