actual,predicted,error,regime,confidence
-0.3494354372420812,-0.2884512973833697,0.060984139858711484,0,0.9959157559736834
-0.4075303545965581,-0.3505987165710968,0.056931638025461306,0,0.9996555394578064
-0.4462917369746154,-0.41549136741562803,0.03080036955898735,0,0.9997794608662052
-0.247134706179505,-0.2828343869811859,0.0356996808016809,0,0.8647311132556653
-0.4294166389720935,-0.39383121501489954,0.03558542395719394,0,0.9999840993103596
-0.4808851656775726,-0.40123514246066394,0.07965002321690867,0,0.9997582348334029
-0.0874648580928917,-0.06068608681540878,0.02677877127748292,1,0.9762805556038788
-0.5005400534515627,-0.4410294359636596,0.059510617487903095,0,0.9999997880231258
-0.1350663016323245,-0.23830499537160968,0.10323869373928518,1,0.5566458142068227
-0.4439677632095991,-0.41365336196465796,0.030314401244941114,0,0.999274640056958
-0.141192950211009,-0.19795398191950217,0.05676103170849317,1,0.5948776729769594
-0.4328378787950298,-0.4064132296500636,0.026424649144966172,0,0.9930867375488068
-0.2981248888728044,-0.26841599819707634,0.029708890675728072,0,0.991206317122178
-0.1092568564243451,-0.14632376530765456,0.03706690888330946,1,0.7718346902387769
0.2212654273107828,0.19103784188662157,0.030227585424161235,1,0.9912081973613739
-0.2177878257956402,-0.3035554443568718,0.0857676185612316,0,0.767014434910345
-0.4382360399329955,-0.3886697950963243,0.04956624483667116,0,0.99958426050704
-0.4193118771689766,-0.3888289354280857,0.03048294174089089,0,0.9996943631104449
-0.2523131925108692,-0.29177777006281136,0.03946457755194216,0,0.9101090037700957
-0.1469296605220386,-0.19616552232911372,0.04923586180707512,1,0.5771690505319825
-0.0085528866466632,-0.05596183019435649,0.047408943547693295,1,0.8968491637967747
-0.0586685201501499,-0.09229770748460872,0.03362918733445882,1,0.8743424442650106
-0.1738233399531335,-0.2644470581535703,0.09062371820043677,0,0.5555935328016512
-0.5121766746992942,-0.4685656137326295,0.04361106096666467,0,0.9998009534786074
-0.4346102427195245,-0.3988954838222925,0.03571475889723197,0,0.9999603105225545
-0.4541955147081604,-0.4078354252608548,0.046360089447305575,0,0.9993658067328779
-0.4487432411795319,-0.4207622993945698,0.027980941784962077,0,0.9984328570997777
-0.4993942630177599,-0.421597018802853,0.07779724421490691,0,0.9996667427881462
-0.4718280215202259,-0.434195316091437,0.03763270542878888,0,0.9998101592666941
-0.1815399596517341,-0.21147509446878093,0.02993513481704682,0,0.7783027810835914
0.1934012314811415,0.16426844531163776,0.029132786169503738,1,0.9924639776368225
-0.4014635894100708,-0.36107525574622057,0.04038833366385025,0,0.9999993863629788
-0.1660240674631179,-0.20663695716060193,0.04061288969748403,0,0.6569734492815329
-0.3281741010822763,-0.225696084967716,0.10247801611456028,0,0.7932608984656342
-0.184033532420822,-0.222235242950162,0.038201710529340016,0,0.693439857122088
0.4197972031249325,0.38994233832508,0.0298548647998525,1,0.9936920311630082
-0.1071833344073107,-0.06426699940494084,0.04291633500236987,1,0.9907440612606077
-0.29468286562907,-0.2660339006256246,0.02864896500344538,0,0.9308446457903565
-0.4449147300360404,-0.4166455737253456,0.028269156310694765,0,0.999876619448456
0.069139700682405,0.04356014690117545,0.025579553781229558,1,0.9577165661932158
-0.3868968009938335,-0.35125780736675766,0.03563899362707584,0,0.9999969445937278
0.3471660134105408,0.3161163830549474,0.03104963035559344,1,0.9840109196593423
-0.2689381498631075,-0.34696517069284644,0.07802702082973895,0,0.8581373768189058
0.3986474926110409,0.3718715899214532,0.026775902689587683,1,0.99229369199714
-0.1649997979794514,-0.21662333687336707,0.05162353889391566,0,0.8301593004427912
0.1048185451291607,0.07546890822315504,0.029349636906005658,1,0.9955570514855743
-0.4313442331116491,-0.3788485378022668,0.052495695309382306,0,0.9999910352339656
-0.1542624061585097,-0.1268684467366385,0.0273939594218712,0,0.8276750484941762
-0.3951292842287863,-0.36200186773199544,0.03312741649679085,0,0.9999961320600254
-0.4983462528299427,-0.3975304716720671,0.1008157811578756,0,0.9999972195830242
0.3983107440492764,0.36848935871832994,0.02982138533094647,1,0.9938582200793281
-0.2539804419816636,-0.3183757531741107,0.06439531119244712,0,0.7929590516511805
-0.2413315101462849,-0.29472988429637764,0.05339837415009274,0,0.8839863899080277
-0.4476580507449317,-0.3852557354081063,0.06240231533682539,0,0.9999271410177034
-0.054633151884076,-0.08217605522274127,0.02754290333866527,1,0.797990364206102
-0.4450338229754448,-0.3829478210309594,0.06208600194448538,0,0.9999984560696216
-0.333389954098406,-0.3746100394169281,0.041220085318522115,0,0.9798571861500595
-0.1424675218060624,-0.2138094608715262,0.0713419390654638,1,0.5918576304259243
-0.26717279305351,-0.22030534228120635,0.04686745077230364,0,0.9913958986059352
-0.4725986803054174,-0.4469130149588751,0.02568566534654232,0,0.9981289303397195
0.1149016638312499,0.08874575007423671,0.02615591375701319,1,0.9753201844302929
-0.4536340097992306,-0.4075433668939185,0.04609064290531206,0,0.9999981703475777
0.3323584127535849,0.29532179375658246,0.037036618997002446,1,0.967771987512281
0.1333946774937912,0.10173929125227546,0.03165538624151573,1,0.9904418520263645
-0.5365213275609574,-0.4326374637220243,0.10388386383893311,0,0.993551309138666
-0.2534591178124495,-0.40033349746445346,0.14687437965200395,0,0.980213493104592
-0.0943594646700856,-0.12418963410203096,0.029830169431945358,1,0.7996059534929402
-0.4648173225876317,-0.4282100082752665,0.03660731431236519,0,0.9997934813296394
-0.3940483612440175,-0.3586479759585425,0.03540038528547501,0,0.9997700838555881
0.3564484478804131,0.33005117799277844,0.026397269887634633,1,0.9888852646459724
0.2155807644916982,0.18178329452483027,0.033797469966867916,1,0.9925893875664111
-0.3493806407724923,-0.32307906996124297,0.026301570811249342,0,0.9958398206628328
-0.4928074167516482,-0.43695912046847735,0.05584829628317084,0,0.9999993158835607
-0.1386367848685842,-0.2219506883375122,0.083313903468928,1,0.538341057158948
-0.3468232306206982,-0.3117429155655294,0.03508031505516879,0,0.994965276581707
0.201853503500643,0.16921906460217553,0.032634438898467455,1,0.9901241056234493
-0.2095784067334561,-0.32785167302880713,0.11827326629535104,0,0.6439597881825738
-0.4006683675387817,-0.36043689848392674,0.040231469054854974,0,0.9976997246087217
0.3028581676868271,0.27243733309467766,0.03042083459214945,1,0.992330853400894
-0.3958977694074788,-0.3644733880030944,0.03142438140438436,0,0.9995453620884558
-0.2238911452893791,-0.3026472526935755,0.07875610740419642,0,0.8420513034394473
-0.1499356716520721,-0.23431115680217252,0.0843754851501004,1,0.86824771747699
0.3553656820625049,0.32767552030288793,0.02769016175961697,1,0.9768687978402544
0.1351321417062582,0.1644666257545153,0.029334484048257087,1,0.9925230352269537
-0.4481731637856118,-0.4160585994375057,0.032114564348106056,0,0.9998043626989718
0.1254848514109046,0.09881743932431475,0.026667412086589848,1,0.9868591288203343
0.3377545839407821,0.30243129477099784,0.03532328916978428,1,0.9888627064817277
-0.4268126311290212,-0.3819297221311973,0.04488290899782388,0,0.936687280547525
-0.2898841255516462,-0.2131494919235647,0.07673463362808153,0,0.885171158894612
-0.4390809398046859,-0.391719109472538,0.04736183033214786,0,0.9998493162293478
-0.4885659229566252,-0.44574974561364256,0.04281617734298265,0,0.9997894009627654
-0.2563573907844603,-0.21225753299669597,0.04409985778776432,0,0.5084061285632373
0.3091420383041931,0.2788487691378712,0.030293269166321912,1,0.9882607434718834
